Story_body,Question,Answer,Story_flow,Story_type,Question_type
Aiden entered the garden. Abigail entered the garden. Carter is in the garden. Aiden likes the radish. Abigail exited the garden. The peas is in the suitcase. The suitcase is in the garden. Carter moved the peas to the bucket. The bucket is in the garden. Aiden exited the garden.,Where will Aiden look for the peas?,bucket,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_2_exits', 'agent_0_moves_obj', 'agent_1_exits']",first_order_0_no_tom,true_belief
Emily entered the dining_room. Nathan entered the dining_room. The sweater is in the drawer. The drawer is in the dining_room. Emily exited the dining_room. Nathan moved the sweater to the bucket. The bucket is in the dining_room. Nathan exited the dining_room. Nathan dislikes the underclothes. Emily entered the dining_room.,Where is the sweater really?,bucket,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_loc']",reality,second_order_false_belief
Ella entered the closet. Isla entered the closet. Evelyn entered the closet. The beans is in the bathtub. The bathtub is in the closet. Ella dislikes the melon. Ella dislikes the shirt. Isla exited the closet. Evelyn moved the beans to the bottle. The bottle is in the closet. Evelyn exited the closet. Isla entered the crawlspace.,Where will Isla look for the beans?,bathtub,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_0_tom,second_order_false_belief
Mason entered the front_yard. Jack entered the front_yard. William entered the front_yard. Mason exited the front_yard. The radish is in the box. The box is in the front_yard. Mason hates the grapes. Jack exited the front_yard. Jack entered the front_yard. William moved the radish to the crate. The crate is in the front_yard.,Where will William look for the radish?,crate,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_2_exits', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",first_order_1_no_tom,true_belief
Jack entered the closet. Ella entered the garage. Avery entered the garage. The banana is in the treasure_chest. The treasure_chest is in the garage. Avery exited the garage. Ella moved the banana to the basket. The basket is in the garage.,Where will Avery look for the banana?,treasure_chest,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",first_order_1_tom,false_belief
Alexander entered the front_yard. Jacob entered the front_yard. Alexander loves the plum. The underclothes is in the container. The container is in the front_yard. Alexander moved the underclothes to the envelope. The envelope is in the front_yard. Jacob exited the front_yard. Jacob hates the carrot. Jacob entered the front_yard.,Where will Jacob look for the underclothes?,envelope,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_1_reenters_loc']",first_order_1_no_tom,true_belief
James entered the master_bedroom. James exited the master_bedroom. Emma entered the master_bedroom. Amelia entered the master_bedroom. The banana is in the crate. The crate is in the master_bedroom. Amelia moved the banana to the suitcase. The suitcase is in the master_bedroom. Emma exited the master_bedroom. James loves the banana. Amelia exited the master_bedroom. Emma entered the master_bedroom.,Where is the banana really?,suitcase,"['agent_2_enters', 'agent_2_exits', 'enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",reality,second_order_false_belief
Avery entered the den. Jacob entered the den. The shirt is in the cupboard. The cupboard is in the den. Jacob dislikes the undershirt. Jacob exited the den. Jacob entered the den. Avery moved the shirt to the box. The box is in the den.,Where will Jacob look for the shirt?,box,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",first_order_1_no_tom,true_belief
Liam entered the den. Mason entered the den. Emily entered the den. The underpants is in the bucket. The bucket is in the den. Emily moved the underpants to the cupboard. The cupboard is in the den. Mason exited the den.,Where does Emily think that Mason searches for the underpants?,cupboard,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",second_order_1_no_tom,true_belief
Amelia entered the cellar. Isabella dislikes the lettuce. Isabella entered the staircase. Hannah entered the staircase. The cucumber is in the bottle. The bottle is in the staircase. Isabella loves the spinach. Isabella moved the cucumber to the drawer. The drawer is in the staircase. Hannah exited the staircase. Amelia exited the cellar. Isabella exited the staircase. Hannah entered the staircase.,Where will Hannah look for the cucumber?,drawer,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_2_exits', 'agent_1_reenters_loc']",first_order_1_no_tom,second_order_false_belief
Carter entered the study. Nathan entered the study. The jeans is in the envelope. The envelope is in the study. Nathan moved the jeans to the suitcase. The suitcase is in the study. Carter exited the study. Nathan exited the study. Carter entered the study. Hannah loves the sweet_potato.,Where will Nathan look for the jeans?,suitcase,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",first_order_1_no_tom,second_order_false_belief
Mason entered the bedroom. Nathan entered the bedroom. The green_pepper is in the container. The container is in the bedroom. Nathan moved the green_pepper to the pantry. The pantry is in the bedroom. Mason exited the bedroom. Emma entered the crawlspace.,Where will Mason look for the green_pepper?,pantry,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters']",first_order_0_no_tom,true_belief
Benjamin entered the garden. William entered the garden. Hannah entered the garden. The slippers is in the envelope. The envelope is in the garden. Hannah loves the lettuce. Benjamin loves the radish. Benjamin moved the slippers to the box. The box is in the garden. Hannah exited the garden. William exited the garden.,Where was the slippers at the beginning?,envelope,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_exits']",memory,true_belief
Owen entered the back_yard. Jack entered the back_yard. The watermelon is in the treasure_chest. The treasure_chest is in the back_yard. Benjamin entered the sunroom. Jack exited the back_yard. Benjamin exited the sunroom. Jack entered the back_yard. Owen moved the watermelon to the bathtub. The bathtub is in the back_yard.,Where was the watermelon at the beginning?,treasure_chest,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_2_enters', 'agent_1_reenters_loc', 'agent_2_exits', 'agent_0_moves_obj']",memory,true_belief
Emma entered the porch. Hannah entered the playroom. Emily entered the playroom. The watermelon is in the cupboard. The cupboard is in the playroom. Hannah moved the watermelon to the bucket. The bucket is in the playroom. Emily exited the playroom. Hannah exited the playroom. Emily entered the porch.,Where will Hannah look for the watermelon?,bucket,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_0_no_tom,second_order_false_belief
Elizabeth entered the porch. Owen entered the porch. The peach is in the drawer. The drawer is in the porch. Aria entered the garden. Aria exited the garden. Elizabeth moved the peach to the basket. The basket is in the porch. Owen exited the porch.,Where will Elizabeth look for the peach?,basket,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_enters', 'agent_2_exits', 'agent_1_exits']",first_order_0_no_tom,true_belief
Logan entered the garden. Aria entered the garden. The raincoat is in the basket. The basket is in the garden. James entered the workshop. Logan moved the raincoat to the crate. The crate is in the garden. James exited the workshop. Aria exited the garden.,Where does Aria think that Logan searches for the raincoat?,crate,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits', 'agent_2_exits']",second_order_1_no_tom,true_belief
Hunter entered the hallway. Alexander entered the hallway. Hunter likes the suit. Mason entered the hallway. The banana is in the drawer. The drawer is in the hallway. Mason exited the hallway. Hunter moved the banana to the bucket. The bucket is in the hallway. Mason entered the hallway.,Where will Hunter look for the banana?,bucket,"['enter_agent_0', 'agent_2_enters', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_loc']",first_order_0_no_tom,false_belief
Oliver entered the staircase. Aiden entered the hall. Aiden dislikes the t-shirt. William entered the staircase. The shoes is in the bucket. The bucket is in the staircase. Aiden exited the hall. William exited the staircase. William loves the hat. Oliver moved the shoes to the cupboard. The cupboard is in the staircase. Oliver exited the staircase. William entered the staircase.,Where was the shoes at the beginning?,bucket,"['enter_agent_0', 'agent_2_enters', 'enter_agent_1', 'agent_1_exits', 'agent_2_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_loc']",memory,second_order_false_belief
Evelyn entered the lounge. Aiden entered the lounge. The trousers is in the box. The box is in the lounge. Mason entered the lounge. Evelyn moved the trousers to the bucket. The bucket is in the lounge. Aiden exited the lounge. Evelyn exited the lounge. Aiden entered the cellar.,Where was the trousers at the beginning?,box,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",memory,second_order_false_belief
Benjamin entered the back_yard. Aiden entered the back_yard. The melon is in the treasure_chest. The treasure_chest is in the back_yard. Olivia entered the bathroom. Olivia exited the bathroom. Aiden exited the back_yard. Aiden entered the back_yard. Benjamin moved the melon to the suitcase. The suitcase is in the back_yard.,Where is the melon really?,suitcase,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_2_enters', 'agent_2_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",reality,true_belief
Ethan entered the study. Ethan hates the belt. Emily entered the study. Ethan likes the suit. The turnip is in the bottle. The bottle is in the study. Emily moved the turnip to the crate. The crate is in the study. Ethan exited the study.,Where is the turnip really?,crate,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",reality,true_belief
Owen entered the pantry. Aiden entered the pantry. The cabbage is in the bottle. The bottle is in the pantry. Aiden exited the pantry. Owen moved the cabbage to the bucket. The bucket is in the pantry. Owen exited the pantry. Aiden entered the pantry. Owen likes the pineapple.,Where is the cabbage really?,bucket,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_loc']",reality,second_order_false_belief
Ella entered the basement. Abigail entered the basement. Ella hates the melon. The sweater is in the cupboard. The cupboard is in the basement. Abigail exited the basement. Ella moved the sweater to the drawer. The drawer is in the basement. Abigail loves the spinach. Ella exited the basement. Abigail entered the basement.,Where was the sweater at the beginning?,cupboard,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_loc']",memory,second_order_false_belief
Aria entered the crawlspace. Aria hates the asparagus. Charlotte entered the crawlspace. The lime is in the envelope. The envelope is in the crawlspace. Charlotte exited the crawlspace. Aria moved the lime to the pantry. The pantry is in the crawlspace. Aria exited the crawlspace. Charlotte entered the crawlspace.,Where does Aria think that Charlotte searches for the lime?,envelope,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_0_tom,second_order_false_belief
Isla entered the closet. Alexander entered the closet. The grapefruit is in the cupboard. The cupboard is in the closet. Isla moved the grapefruit to the bucket. The bucket is in the closet. Alexander exited the closet.,Where is the grapefruit really?,bucket,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits']",reality,true_belief
